,sample_code,station_no,site,seaweed,date,day,month,year,otu_id,abundance
28085,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,coryne_pintneri_273,0
,,,,,,,,,,
29155,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,coryne_pintneri_273,0
,,,,,,,,,,
30225,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,coryne_pintneri_273,0
,,,,,,,,,,
31295,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,coryne_pintneri_273,0
,,,,,,,,,,
32365,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,coryne_pintneri_273,0
,,,,,,,,,,
33435,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,coryne_pintneri_273,0
,,,,,,,,,,
34505,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,coryne_pintneri_273,0
,,,,,,,,,,
35575,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,coryne_pintneri_273,0.007456195
,,,,,,,,,,
36645,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,coryne_pintneri_273,0
,,,,,,,,,,
37715,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,coryne_pintneri_273,0.009654063
,,,,,,,,,,
38785,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,coryne_pintneri_273,NA
,,,,,,,,,,
39855,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,coryne_pintneri_273,NA
,,,,,,,,,,
40925,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,coryne_pintneri_273,NA
,,,,,,,,,,
41995,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,coryne_pintneri_273,0
,,,,,,,,,,
43065,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,coryne_pintneri_273,0
,,,,,,,,,,
44135,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,coryne_pintneri_273,0
,,,,,,,,,,
45205,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,coryne_pintneri_273,0
,,,,,,,,,,
46275,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,coryne_pintneri_273,0
,,,,,,,,,,
47345,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,coryne_pintneri_273,0
,,,,,,,,,,
48415,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,coryne_pintneri_273,0
,,,,,,,,,,
49485,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,coryne_pintneri_273,0
,,,,,,,,,,
50555,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,coryne_pintneri_273,0
,,,,,,,,,,
51625,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,coryne_pintneri_273,0
,,,,,,,,,,
52695,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,coryne_pintneri_273,0
,,,,,,,,,,
53765,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,coryne_pintneri_273,0
,,,,,,,,,,
54835,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,coryne_pintneri_273,0
,,,,,,,,,,
55905,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,coryne_pintneri_273,0
,,,,,,,,,,
56975,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,coryne_pintneri_273,0
,,,,,,,,,,
58045,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,coryne_pintneri_273,0
,,,,,,,,,,
59115,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,coryne_pintneri_273,0
,,,,,,,,,,
60185,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,coryne_pintneri_273,0
,,,,,,,,,,
61255,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_273,0
,,,,,,,,,,
62325,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_273,0
,,,,,,,,,,
63395,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_273,0
,,,,,,,,,,
64465,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_273,0
,,,,,,,,,,
65535,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,coryne_pintneri_273,0
,,,,,,,,,,
66605,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_273,0
,,,,,,,,,,
67675,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_273,0
,,,,,,,,,,
68745,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,coryne_pintneri_273,0
,,,,,,,,,,
527,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,crustacea_environmental_sample,0
,,,,,,,,,,
1597,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,crustacea_environmental_sample,0
,,,,,,,,,,
2667,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,crustacea_environmental_sample,0
,,,,,,,,,,
3737,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,crustacea_environmental_sample,0
,,,,,,,,,,
4807,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,crustacea_environmental_sample,0
,,,,,,,,,,
5877,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,crustacea_environmental_sample,0
,,,,,,,,,,
6947,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,crustacea_environmental_sample,0
,,,,,,,,,,
8017,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,crustacea_environmental_sample,0
,,,,,,,,,,
9087,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,crustacea_environmental_sample,0
,,,,,,,,,,
10157,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,crustacea_environmental_sample,0
,,,,,,,,,,
11227,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,crustacea_environmental_sample,0
,,,,,,,,,,
12297,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,crustacea_environmental_sample,0
,,,,,,,,,,
13367,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,crustacea_environmental_sample,0
,,,,,,,,,,
14437,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,crustacea_environmental_sample,0
,,,,,,,,,,
15507,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,crustacea_environmental_sample,0
,,,,,,,,,,
16577,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,crustacea_environmental_sample,0
,,,,,,,,,,
17647,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,crustacea_environmental_sample,0
,,,,,,,,,,
18717,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,crustacea_environmental_sample,0
,,,,,,,,,,
19787,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,crustacea_environmental_sample,0
,,,,,,,,,,
20857,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,crustacea_environmental_sample,0
,,,,,,,,,,
21927,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,crustacea_environmental_sample,0
,,,,,,,,,,
22997,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,crustacea_environmental_sample,0
,,,,,,,,,,
24067,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,crustacea_environmental_sample,0
,,,,,,,,,,
25137,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,crustacea_environmental_sample,0
,,,,,,,,,,
26207,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,crustacea_environmental_sample,0
,,,,,,,,,,
27277,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,crustacea_environmental_sample,0
,,,,,,,,,,
28347,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,crustacea_environmental_sample,0
,,,,,,,,,,
29417,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,crustacea_environmental_sample,0
,,,,,,,,,,
30487,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,crustacea_environmental_sample,0
,,,,,,,,,,
31557,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,crustacea_environmental_sample,0
,,,,,,,,,,
32627,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,crustacea_environmental_sample,0
,,,,,,,,,,
33697,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,crustacea_environmental_sample,0
,,,,,,,,,,
34767,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,crustacea_environmental_sample,0
,,,,,,,,,,
35837,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,crustacea_environmental_sample,0
,,,,,,,,,,
36907,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,crustacea_environmental_sample,0
,,,,,,,,,,
37977,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,crustacea_environmental_sample,0
,,,,,,,,,,
39047,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,crustacea_environmental_sample,NA
,,,,,,,,,,
40117,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,crustacea_environmental_sample,NA
,,,,,,,,,,
41187,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,crustacea_environmental_sample,NA
,,,,,,,,,,
42257,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,crustacea_environmental_sample,0
,,,,,,,,,,
43327,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,crustacea_environmental_sample,0
,,,,,,,,,,
44397,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,crustacea_environmental_sample,0.008472063
,,,,,,,,,,
45467,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,crustacea_environmental_sample,0
,,,,,,,,,,
46537,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,crustacea_environmental_sample,0
,,,,,,,,,,
47607,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,crustacea_environmental_sample,0
,,,,,,,,,,
48677,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,crustacea_environmental_sample,0
,,,,,,,,,,
49747,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,crustacea_environmental_sample,0
,,,,,,,,,,
50817,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,crustacea_environmental_sample,0
,,,,,,,,,,
51887,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,crustacea_environmental_sample,0
,,,,,,,,,,
52957,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,crustacea_environmental_sample,0
,,,,,,,,,,
54027,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,crustacea_environmental_sample,0
,,,,,,,,,,
55097,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,crustacea_environmental_sample,5.335383887
,,,,,,,,,,
56167,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,crustacea_environmental_sample,2.225622479
,,,,,,,,,,
57237,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,crustacea_environmental_sample,1.55645445
,,,,,,,,,,
58307,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,crustacea_environmental_sample,0
,,,,,,,,,,
59377,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,crustacea_environmental_sample,0
,,,,,,,,,,
60447,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,crustacea_environmental_sample,0
,,,,,,,,,,
61517,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,crustacea_environmental_sample,0
,,,,,,,,,,
62587,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,crustacea_environmental_sample,0
,,,,,,,,,,
63657,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,crustacea_environmental_sample,0
,,,,,,,,,,
64727,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,crustacea_environmental_sample,0
,,,,,,,,,,
65797,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,crustacea_environmental_sample,0
,,,,,,,,,,
66867,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,crustacea_environmental_sample,0
,,,,,,,,,,
67937,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,crustacea_environmental_sample,0
,,,,,,,,,,
69007,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,crustacea_environmental_sample,0
,,,,,,,,,,
114,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
1184,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
2254,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
3324,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
4394,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
5464,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
6534,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
7604,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
8674,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
9744,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
10814,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
11884,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
12954,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
14024,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
15094,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
16164,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
17234,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
18304,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
19374,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,cyclotella_cryptica_122,0.038895371
,,,,,,,,,,
20444,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
21514,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
22584,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
23654,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
24724,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
25794,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
26864,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
27934,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
29004,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
30074,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
31144,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
32214,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
33284,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
34354,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
35424,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,cyclotella_cryptica_122,0.390207531
,,,,,,,,,,
36494,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,cyclotella_cryptica_122,0.163755459
,,,,,,,,,,
37564,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,cyclotella_cryptica_122,0.45695897
,,,,,,,,,,
38634,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,cyclotella_cryptica_122,NA
,,,,,,,,,,
39704,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,cyclotella_cryptica_122,NA
,,,,,,,,,,
40774,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,cyclotella_cryptica_122,NA
,,,,,,,,,,
41844,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
42914,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
43984,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
45054,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
46124,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
47194,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
48264,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
49334,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
50404,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
51474,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
52544,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
53614,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
54684,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
55754,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
56824,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
57894,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
58964,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
60034,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,cyclotella_cryptica_122,0
,,,,,,,,,,
61104,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
62174,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
63244,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
64314,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
65384,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
66454,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
67524,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
68594,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,cyclotella_cryptica_122,0
,,,,,,,,,,
124,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
1194,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
2264,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
3334,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
4404,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
5474,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
6544,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
7614,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
8684,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
9754,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
10824,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
11894,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
12964,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
14034,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
15104,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
16174,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
17244,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
18314,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
19384,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
20454,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
21524,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
22594,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
23664,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
24734,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
25804,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
26874,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
27944,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
29014,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
30084,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
31154,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
32224,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
33294,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
34364,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,cyclotella_cryptica_132,0
,,,,,,,,,,
35434,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
36504,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
37574,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,cyclotella_cryptica_132,0
,,,,,,,,,,
38644,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,cyclotella_cryptica_132,NA
,,,,,,,,,,
