"","age","biofouling_removed_14_5_25.x","biofouling_removed_14_5_25.y","blade_length_in_experiment","blade_length_pre_experiment.x","blade_length_pre_experiment.y","blade_side","blade_zone","bryozoan_colony_area","bryozoan_colony_length_max","date.x","date.y","epibiont_sampling","hydrozoan_counts","initial_tank.x","initial_tank.y","main_experiment_tank.x","main_experiment_tank.y","no_blades","no_young_blades_per_rock","notes","nutrient_treatment.x","nutrient_treatment.y","nutrient_treatment_tank.x","nutrient_treatment_tank.y","origin.x","origin.y","origin_kelp.x","origin_kelp.y","rank","rank_of_blade_on_rock","rock_no","rock_number.x","rock_number.y","seaweed_id","species","spirobranchus_counts","swab_after_enrichment_16_5","swab_after_ernichment_16_5","swab_prior_enrichment.x","swab_prior_enrichment.y","tag_color.x","tag_color.y","tag_colour","tag_no_x","tag_no_y","tank","turbulence.x","turbulence.y"
"287","old",NA,"hydro=6;bryo=1","",NA,120,"y","middle",0.125663706,"0.4",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",110,NA,NA,NA,NA,"AB18","Membranipora",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"288","old",NA,"hydro=6;bryo=1","",NA,120,"y","tip",0.785398163,"1",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",111,NA,NA,NA,NA,"AB18","Membranipora",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"289","old",NA,"hydro=6;bryo=1","",NA,120,"y","tip",0.130899694,"0.5",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",112,NA,NA,NA,NA,"AB18","Pilosa",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"290","old",NA,"hydro=6;bryo=1","",NA,120,"y","tip",0.083775804,"0.4",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",113,NA,NA,NA,NA,"AB18","Pilosa",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"291","old",NA,"hydro=6;bryo=1","",NA,120,"x","base",0.031415927,"0.2",NA,"12_5_2025","12/06/2025","",NA,NA,NA,4,NA,NA,"broken at middle - 76cm remianing",NA,"N",NA,7,NA,"Adult_local",NA,"farland",114,NA,NA,NA,NA,"AB18","Membranipora",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"292","old",NA,"hydro=6;bryo=1","",NA,120,"x","base",0.007853982,"0.1",NA,"12_5_2025","12/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",115,NA,NA,NA,NA,"AB18","Membranipora",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"293","old",NA,"hydro=6;bryo=1","",NA,120,"x","middle",NA,NA,NA,"12_5_2025","12/06/2025","1",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",NA,NA,NA,NA,NA,"AB18","Obelia",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"294","old",NA,"hydro=6;bryo=1","",NA,120,"x","middle",0.785398163,"1",NA,"12_5_2025","12/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",116,NA,NA,NA,NA,"AB18","Membranipora",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"295","old",NA,"hydro=6;bryo=1","",NA,120,"y","base",NA,"",NA,"12_5_2025","12/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",NA,NA,NA,NA,NA,"AB18","Spirobranchus",4,NA,NA,NA,NA,NA,"Blue","blue","18",18,NA,NA,"High"
"296","old",NA,"hydro=6;bryo=1","",NA,120,"y","base",0.125663706,"0.4",NA,"12_5_2025","12/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",117,NA,NA,NA,NA,"AB18","Membranipora",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"297","old",NA,"hydro=6;bryo=1","",NA,120,"y","middle",NA,NA,NA,"12_5_2025","12/06/2025","4",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",NA,NA,NA,NA,NA,"AB18","Obelia",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"298","old",NA,"hydro=6;bryo=1","",NA,120,"y","middle",0.125663706,"0.4",NA,"12_5_2025","12/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",118,NA,NA,NA,NA,"AB18","Membranipora",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"299","old",NA,"hydro=6;bryo=1","",NA,120,"y","middle",0.196349541,"0.5",NA,"12_5_2025","12/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",119,NA,NA,NA,NA,"AB18","Membranipora",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"300","old",NA,"hydro=6;bryo=1","",NA,120,"y","middle",0.125663706,"0.4",NA,"12_5_2025","12/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"N",NA,7,NA,"Adult_local",NA,"farland",120,NA,NA,NA,NA,"AB18","Membranipora",NA,NA,115,NA,50,NA,"Blue","blue","18",18,NA,NA,"High"
"301","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","base",NA,"",NA,"12_5_2025","04/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",121,NA,NA,NA,NA,"AB19","",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"302","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","middle",NA,NA,NA,"12_5_2025","04/06/2025","2",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",122,NA,NA,NA,NA,"AB19","Obelia",1,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"303","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","tip",0.031415927,"0.2",NA,"12_5_2025","04/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",123,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"304","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","base",NA,"",NA,"12_5_2025","04/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",124,NA,NA,NA,NA,"AB19","",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"305","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",0.031415927,"0.2",NA,"12_5_2025","04/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",125,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"306","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",0.007853982,"0.1",NA,"12_5_2025","04/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",126,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"307","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",0.502654825,"0.8",NA,"12_5_2025","04/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",127,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"308","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","base",NA,"",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",128,NA,NA,NA,NA,"AB19","",2,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"309","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","middle",0.785398163,"1",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",129,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"310","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","middle",0.523598776,"1",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",130,NA,NA,NA,NA,"AB19","Pilosa",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"311","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","tip",NA,"",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",NA,NA,NA,NA,NA,"AB19","Spirobranchus",1,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"312","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","tip",1.0262536,"1.4",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",131,NA,NA,NA,NA,"AB19","Pilosa",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"313","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","base",NA,"",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",NA,NA,NA,NA,NA,"AB19","Spirobranchus",3,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"314","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","base",0.196349541,"0.5",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",132,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"315","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",NA,"",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",NA,NA,NA,NA,NA,"AB19","Spirobranchus",4,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"316","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",NA,NA,NA,"12_5_2025","12/06/2025","3",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",NA,NA,NA,NA,NA,"AB19","Obelia",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"317","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",1.130973355,"1.2",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",133,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"318","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",1.0262536,"1.4",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",134,NA,NA,NA,NA,"AB19","Pilosa",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"319","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",0.020943951,"0.2",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",135,NA,NA,NA,NA,"AB19","Pilosa",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"320","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",4.71238898,"3",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",136,NA,NA,NA,NA,"AB19","Pilosa",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"321","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",1.0262536,"1.4",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",137,NA,NA,NA,NA,"AB19","Pilosa",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"322","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",0.125663706,"0.4",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",138,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"323","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",0.070685835,"0.3",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",139,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"324","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","base",0.031415927,"0.2",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",140,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"325","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","base",NA,"",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",141,NA,NA,NA,NA,"AB19","",17,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"326","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","base",NA,NA,NA,"12_5_2025","02/07/2025","12",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",142,NA,NA,NA,NA,"AB19","Obelia",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"327","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","middle",4.908738521,"2.5",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",143,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"328","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","middle",0.785398163,"1",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",144,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"329","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","middle",1.767145868,"1.5",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",145,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"330","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","middle",NA,"",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",146,NA,NA,NA,NA,"AB19","",12,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"331","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","middle",NA,NA,NA,"12_5_2025","02/07/2025","4",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",147,NA,NA,NA,NA,"AB19","Obelia",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"332","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","tip",0.785398163,"1",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",148,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"333","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","tip",1.178097245,"1.5",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",149,NA,NA,NA,NA,"AB19","Pilosa",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"334","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"x","tip",NA,"",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",150,NA,NA,NA,NA,"AB19","",6,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"335","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","base",1.767145868,"1.5",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",151,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"336","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","base",0.007853982,"0.1",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",152,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"337","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","base",0.007853982,"0.1",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",153,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"338","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","base",0.007853982,"0.1",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",154,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"339","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","base",0.007853982,"0.1",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",155,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"340","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","base",NA,"",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",156,NA,NA,NA,NA,"AB19","",14,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"341","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",4.908738521,"2.5",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",157,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"342","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",0.031415927,"0.2",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",158,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"343","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",NA,"",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",159,NA,NA,NA,NA,"AB19","",9,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"344","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","middle",NA,NA,NA,"12_5_2025","02/07/2025","4",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",160,NA,NA,NA,NA,"AB19","Obelia",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"345","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",7.068583471,"3",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",161,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"346","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",4.908738521,"2.5",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",162,NA,NA,NA,NA,"AB19","Membranipora",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"347","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",0.523598776,"1",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",163,NA,NA,NA,NA,"AB19","Pilosa",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"348","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",1.178097245,"1.5",NA,"12_5_2025","02/07/2025","",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",164,NA,NA,NA,NA,"AB19","Pilosa",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"349","old",NA,"bryo=1;hydro=28;maerl=5","",NA,150,"y","tip",NA,NA,NA,"12_5_2025","02/07/2025","3",NA,NA,NA,5,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",165,NA,NA,NA,NA,"AB19","Obelia",NA,NA,136,NA,51,NA,"Blue","blue","19",19,NA,NA,"Low"
"350","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","base",NA,"",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"C",NA,7,NA,"Adult_local",NA,"farland",166,NA,NA,NA,NA,"AB20","",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"351","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.196349541,"0.5",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"C",NA,7,NA,"Adult_local",NA,"farland",167,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"352","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.070685835,"0.3",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"C",NA,7,NA,"Adult_local",NA,"farland",168,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"353","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","tip",NA,"",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"C",NA,7,NA,"Adult_local",NA,"farland",169,NA,NA,NA,NA,"AB20","",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"354","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"y","base",0.196349541,"0.5",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"C",NA,7,NA,"Adult_local",NA,"farland",170,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"355","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"y","base",0.031415927,"0.2",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"C",NA,7,NA,"Adult_local",NA,"farland",171,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"356","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"y","base",0.031415927,"0.2",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"C",NA,7,NA,"Adult_local",NA,"farland",172,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"357","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"y","middle",0.502654825,"0.8",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"C",NA,7,NA,"Adult_local",NA,"farland",173,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"358","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"y","tip",NA,"",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"",NA,"C",NA,7,NA,"Adult_local",NA,"farland",174,NA,NA,NA,NA,"AB20","",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"359","old",NA,"hydro=59;bryo=10;sil=1;maerl=1","",NA,240,"x","base",0.523598776,"1",NA,"12_5_2025","04/06/2025","",NA,NA,NA,2,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",175,NA,NA,NA,NA,"AB21","Pilosa",NA,NA,137,NA,53,NA,"Blue","blue","21",21,NA,NA,"High"
"360","old",NA,"hydro=59;bryo=10;sil=1;maerl=1","",NA,240,"x","middle",0.196349541,"0.5",NA,"12_5_2025","04/06/2025","",NA,NA,NA,2,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",176,NA,NA,NA,NA,"AB21","Membranipora",NA,NA,137,NA,53,NA,"Blue","blue","21",21,NA,NA,"High"
"361","old",NA,"hydro=59;bryo=10;sil=1;maerl=1","",NA,240,"x","tip",2.094395102,"2",NA,"12_5_2025","04/06/2025","",NA,NA,NA,2,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",177,NA,NA,NA,NA,"AB21","Pilosa",NA,NA,137,NA,53,NA,"Blue","blue","21",21,NA,NA,"High"
"362","old",NA,"hydro=59;bryo=10;sil=1;maerl=1","",NA,240,"y","base",NA,"na",NA,"12_5_2025","04/06/2025","",NA,NA,NA,2,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",178,NA,NA,NA,NA,"AB21","",NA,NA,137,NA,53,NA,"Blue","blue","21",21,NA,NA,"High"
"363","old",NA,"hydro=59;bryo=10;sil=1;maerl=1","",NA,240,"y","middle",NA,"na",NA,"12_5_2025","04/06/2025","",NA,NA,NA,2,NA,NA,"",NA,"P",NA,7,NA,"Adult_local",NA,"farland",179,NA,NA,NA,NA,"AB21","",NA,NA,137,NA,53,NA,"Blue","blue","21",21,NA,NA,"High"
