rank,tank,origin,tag_no_y,rock_number,date,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,tag_no_x,tag_colour,tag_color,origin_kelp,biofouling_removed_14_5_25,seaweed_id,rock_no,age,epibiont_sampling,blade_length_pre_experiment,blade_length_in_experiment,notes,blade_side,blade_zone,rank_of_blade_on_rock,no_young_blades_per_rock,species,bryozoan_colony_length_max,bryozoan_colony_area,hydrozoan_counts,spirobranchus_counts,swab_prior_enrichment,swab_after_ernichment_16_5
554,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,base,NA,,Membranipora,0.1,0.007853982,,,63,152
555,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,base,NA,,Membranipora,0.1,0.007853982,,,63,152
556,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,base,NA,,,,NA,,3,63,152
557,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,base,NA,,Obelia,NA,NA,4,,63,152
558,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,middle,NA,,Membranipora,1,0.785398163,,,63,152
559,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,63,152
560,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,63,152
561,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,63,152
562,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,63,152
563,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,middle,NA,,Pilosa,0.2,0.020943951,,,63,152
564,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,middle,NA,,,,NA,,12,63,152
565,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,tip,NA,,Membranipora,2,3.141592654,,,63,152
566,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,tip,NA,,Pilosa,1.5,1.178097245,,,63,152
567,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,tip,NA,,Pilosa,1,0.523598776,,,63,152
568,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,tip,NA,,Pilosa,1,0.523598776,,,63,152
569,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,tip,NA,,,,NA,,10,63,152
570,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,x,tip,NA,,Obelia,NA,NA,10,,63,152
571,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,base,NA,,Membranipora,0.5,0.196349541,,,63,152
572,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,base,NA,,Membranipora,0.2,0.031415927,,,63,152
573,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,base,NA,,Pilosa,2.5,3.272492347,,,63,152
574,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,middle,NA,,Membranipora,0.5,0.196349541,,,63,152
575,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,middle,NA,,Membranipora,0.5,0.196349541,,,63,152
576,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,63,152
577,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,,,NA,,Pilosa,1,0.523598776,,,63,152
578,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,middle,NA,,,,NA,,6,63,152
579,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,tip,NA,,Membranipora,2,3.141592654,,,63,152
580,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,tip,NA,,Membranipora,0.5,0.196349541,,,63,152
581,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,63,152
582,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,63,152
583,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,tip,NA,,Membranipora,0.1,0.007853982,,,63,152
584,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,tip,NA,,Membranipora,0.1,0.007853982,,,63,152
585,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,tip,NA,,,,NA,,5,63,152
586,,Adult_local,31,,12_5_2025,,7,3,Low,C,31,blue,Blue,farland,"bryo=29;hydro=74,blueRay_limpet=1",AB31,NA,old,02/07/2025,240,,,y,tip,NA,,Obelia,NA,NA,20,,63,152
587,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,04/06/2025,120,,,x,base,NA,,,,NA,,,64,117
588,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,04/06/2025,120,,,x,middle,NA,,,,NA,,1,64,117
589,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,04/06/2025,120,,,x,tip,NA,,Membranipora,1,0.785398163,,,64,117
590,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,04/06/2025,120,,,y,base,NA,,,,NA,,,64,117
591,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,04/06/2025,120,,,y,middle,NA,,Membranipora,0.5,0.196349541,,,64,117
592,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,12/06/2025,120,,,x,base,NA,,,,NA,,,64,117
593,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,12/06/2025,120,,,x,middle,NA,,Membranipora,0.9,0.636172512,,2,64,117
594,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,12/06/2025,120,,,x,tip,NA,,Pilosa,1.5,1.178097245,,,64,117
595,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,12/06/2025,120,,,y,base,NA,,,,NA,,2,64,117
596,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,12/06/2025,120,,,y,middle,NA,,Pilosa,0.4,0.083775804,,6,64,117
597,,Adult_local,32,,12_5_2025,,5,7,Low,N,32,blue,Blue,farland,clean,AB32,NA,old,12/06/2025,120,,,y,tip,NA,,Obelia,NA,NA,2,,64,117
618,,Adult_local,35,,12_5_2025,,5,2,High,N,35,green,Green,farland,clean,AG35,NA,old,04/06/2025,65,,meristem only:clean,,,NA,,,,NA,,,67,118
627,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,x,base,NA,,,,NA,,,68,132
628,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,x,middle,NA,,Pilosa,1,0.523598776,,,68,132
629,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,x,middle,NA,,Pilosa,0.6,0.188495559,,,68,132
630,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,x,tip,NA,,Pilosa,0.5,0.130899694,,,68,132
631,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,y,base,NA,,,,NA,,,68,132
632,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,y,middle,NA,,Pilosa,0.5,0.130899694,,,68,132
633,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,y,middle,NA,,Membranipora,0.5,0.196349541,,,68,132
634,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,y,middle,NA,,Pilosa,0.3,0.04712389,,,68,132
635,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,y,tip,NA,,Pilosa,0.5,0.130899694,,,68,132
636,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,y,tip,NA,,Pilosa,0.3,0.04712389,,,68,132
637,,Adult_local,36,,12_5_2025,,6,5,Low,P,36,green,Green,farland,hydro=37;bryo=1;donut=1;maerl=1,AG36,NA,old,04/06/2025,175,,tag detached_160cm,y,tip,NA,,Pilosa,0.3,0.04712389,,,68,132
638,,Adult_local,37,,12_5_2025,,7,3,Low,C,37,green,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,04/06/2025,200,,tag detached_120,x,base,NA,,,,NA,,,69,154
639,,Adult_local,37,,12_5_2025,,7,3,Low,C,37,green,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,04/06/2025,200,,tag detached_120,x,middle,NA,,Pilosa,0.5,0.130899694,,1,69,154
640,,Adult_local,37,,12_5_2025,,7,3,Low,C,37,green,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,04/06/2025,200,,tag detached_120,x,middle,NA,,Pilosa,0.5,0.130899694,,,69,154
641,,Adult_local,37,,12_5_2025,,7,3,Low,C,37,green,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,04/06/2025,200,,tag detached_120,x,tip,NA,,Pilosa,0.5,0.130899694,,1,69,154
642,,Adult_local,37,,12_5_2025,,7,3,Low,C,37,green,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,04/06/2025,200,,tag detached_120,x,tip,NA,,Membranipora,0.4,0.125663706,,,69,154
643,,Adult_local,37,,12_5_2025,,7,3,Low,C,37,green,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,04/06/2025,200,,tag detached_120,x,tip,NA,,Membranipora,0.1,0.007853982,,,69,154
644,,Adult_local,37,,12_5_2025,,7,3,Low,C,37,green,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,04/06/2025,200,,tag detached_120,y,base,NA,,,,NA,,2,69,154
645,,Adult_local,37,,12_5_2025,,7,3,Low,C,37,green,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,04/06/2025,200,,tag detached_120,y,middle,NA,,,,NA,,1,69,154
646,,Adult_local,37,,12_5_2025,,7,3,Low,C,37,green,Green,farland,bryo=14;hydro11;maerl=4;sil=1,AG37,NA,old,04/06/2025,200,,tag detached_120,y,tip,NA,,,,NA,,4,69,154
661,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,04/06/2025,160,,,x,base,NA,,,,NA,,,71,108
662,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,04/06/2025,160,,,x,middle,NA,,Obelia,NA,NA,2,,71,108
663,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,04/06/2025,160,,,x,tip,NA,,Membranipora,0.2,0.031415927,,,71,108
664,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,04/06/2025,160,,,x,tip,NA,,Pilosa,0.3,0.04712389,,,71,108
665,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,04/06/2025,160,,,y,base,NA,,,,NA,,,71,108
666,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,04/06/2025,160,,,y,middle,NA,,Membranipora,0.1,0.007853982,,1,71,108
667,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,04/06/2025,160,,,y,middle,NA,,Membranipora,0.1,0.007853982,,,71,108
668,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,04/06/2025,160,,,y,tip,NA,,Membranipora,0.2,0.031415927,,1,71,108
669,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,x,base,NA,,,,NA,,1,71,108
,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,x,middle,,,Obelia,NA,NA,3,,71,108
,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,x,middle,,,Spirobranchus,,,,9,71,108
670,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
671,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,71,108
672,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,71,108
673,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,71,108
674,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,71,108
675,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,x,tip,NA,,Pilosa,0.9,0.424115008,,3,71,108
676,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,base,NA,,,,NA,,1,71,108
,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,middle,,,Spirobranchus,,,,6,71,108
,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,middle,,,Obelia,NA,NA,1,,71,108
677,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
678,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
679,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
680,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
681,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,middle,NA,,Membranipora,0.1,0.007853982,,,71,108
682,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,middle,NA,,Membranipora,0.1,0.007853982,,,71,108
683,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,71,108
684,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,71,108
685,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,12/06/2025,160,,,y,tip,NA,,Pilosa,0.4,0.083775804,,,71,108
686,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,base,NA,,Membranipora,0.1,0.007853982,,,71,108
687,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,base,NA,,Membranipora,0.1,0.007853982,,,71,108
688,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,base,NA,,Membranipora,0.2,0.031415927,,,71,108
689,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,base,NA,,,,NA,,10,71,108
690,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,base,NA,,Obelia,NA,NA,3,,71,108
691,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,71,108
692,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
693,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
694,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
695,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
696,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,middle,NA,,Pilosa,1,0.523598776,,,71,108
697,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,middle,NA,,,,NA,,11,71,108
698,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,x,middle,NA,,Obelia,NA,NA,10,,71,108
699,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,base,NA,,Membranipora,0.4,0.125663706,,,71,108
700,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,base,NA,,Membranipora,0.1,0.007853982,,,71,108
701,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,base,NA,,Membranipora,0.1,0.007853982,,,71,108
702,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,base,NA,,,,NA,,12,71,108
703,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,middle,NA,,Membranipora,0.5,0.196349541,,,71,108
704,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,middle,NA,,Membranipora,0.6,0.282743339,,,71,108
705,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
706,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,71,108
707,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,middle,NA,,Pilosa,1.5,1.178097245,,,71,108
708,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,middle,NA,,Pilosa,2.5,3.272492347,,,71,108
709,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,middle,NA,,Pilosa,2.5,3.272492347,,,71,108
710,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,middle,NA,,,,NA,,4,71,108
711,,Adult_local,39,,13_5_2025,,1,6,High,N,39,green,Green,FSC slip,some sils,AG39,NA,old,02/07/2025,160,,,y,middle,NA,,Obelia,NA,NA,9,,71,108
712,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,x,base,NA,,,,NA,,,72,104
713,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,x,middle,NA,,Pilosa,0.5,0.130899694,,6,72,104
714,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,x,middle,NA,,Pilosa,0.5,0.130899694,,,72,104
715,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,72,104
716,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,72,104
717,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,72,104
718,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,x,tip,NA,,Pilosa,1,0.523598776,,,72,104
719,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,x,tip,NA,,Pilosa,0.8,0.335103216,,,72,104
720,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,y,base,NA,,,,NA,,,72,104
721,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,y,middle,NA,,Membranipora,0.5,0.196349541,,3,72,104
722,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,y,middle,NA,,Pilosa,0.4,0.083775804,,,72,104
723,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,04/06/2025,190,,,y,tip,NA,,Pilosa,0.1,0.005235988,,,72,104
724,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,12/06/2025,190,,,x,base,NA,,,,NA,,,72,104
725,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,12/06/2025,190,,,x,middle,NA,,Membranipora,0.2,0.031415927,,6,72,104
726,,Adult_local,40,,13_5_2025,,1,5,Low,N,40,green,Green,FSC slip,some sils,AG40,NA,old,12/06/2025,190,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,72,104
