Site,Date,Species,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Family,Genus,Abundance
Pabay,14_1_2022,Dosinia exoleta,,,,,,,,,,0
Pabay,14_1_2022,Mytilus edulis,Animalia,Mollusca,,Bivalvia,Pteriomorphia,,Mytilida,Mytilidae,Mytilus,0
Pabay,14_1_2022,Kurtiella bidentata,,,,,,,,,,0
Pabay,14_1_2022,Mytilus edulis complex sp. DC-2011,,,,,,,,,,0
Pabay,14_1_2022,Montacutona sigalionidcola,,,,,,,,,,0
Pabay,14_1_2022,Dosinia lupinus,,,,,,,,,,0
Pabay,14_1_2022,Montacutona sigalionidcola.1,,,,,,,,,,0
Pabay,14_1_2022,Musculus sp. CROBB104.1,,,,,,,,,,0
Pabay,14_1_2022,Evadne sp..2,,,,,,,,,,0
Pabay,14_1_2022,Doto coronata,,,,,,,,,,0
Pabay,14_1_2022,Lacuna vincta,,,,,,,,,,0
Pabay,14_1_2022,Steromphala cineraria,,,,,,,,,,0
Pabay,14_1_2022,Rissoa guernei,,,,,,,,,,0
Pabay,14_1_2022,Mitrella moleculina,,,,,,,,,,0
Pabay,14_1_2022,Rissoa guernei.1,,,,,,,,,,0
Pabay,14_1_2022,Burnupia sp. UGSB 25228,,,,,,,,,,0
Pabay,14_1_2022,Limapontia capitata,,,,,,,,,,0
Pabay,14_1_2022,Siphonaria pectinata,,,,,,,,,,0
Pabay,14_1_2022,Assiminea grayana,,,,,,,,,,0
Pabay,14_1_2022,Hyleoglomeris sp.,,,,,,,,,,0
Pabay,14_1_2022,Glyptophysa sp. 11 PGA-2018,,,,,,,,,,0
Pabay,14_1_2022,Atlanta ariejansseni,,,,,,,,,,0
Pabay,14_1_2022,Lacuna vincta.1,,,,,,,,,,0
Pabay,14_1_2022,Placida dendritica,,,,,,,,,,0
Pabay,14_1_2022,Lacuna vincta.2,,,,,,,,,,0
Pabay,14_1_2022,Peringia ulvae,,,,,,,,,,0
Pabay,14_1_2022,Stenophysa marmorata,,,,,,,,,,0
Pabay,14_1_2022,Ercolania sp. KH-2011,,,,,,,,,,0
Pabay,14_1_2022,Antarctoneptunea aurora,,,,,,,,,,0
Pabay,14_1_2022,Doto coronata.1,,,,,,,,,,0
Pabay,14_1_2022,Antichiropus sp. DIP147,,,,,,,,,,0
Pabay,14_1_2022,Mitrella moleculina.1,,,,,,,,,,0
Pabay,14_1_2022,Doto coronata.2,,,,,,,,,,0
Pabay,14_1_2022,Placida dendritica.1,,,,,,,,,,0
Pabay,14_1_2022,Mitrella moleculina.2,,,,,,,,,,0
Pabay,14_1_2022,Segmentina nitida,,,,,,,,,,0
Pabay,14_1_2022,Therasia thaisa,,,,,,,,,,0
Pabay,14_1_2022,Neritina canalis,,,,,,,,,,0
Pabay,14_1_2022,Bulinus nasutus,,,,,,,,,,0
Pabay,14_1_2022,Ercolania sp. KH-2011.1,,,,,,,,,,0
Pabay,14_1_2022,Hyleoglomeris sp..1,,,,,,,,,,0
Pabay,14_1_2022,Chromadoridae sp. 09PROBE-01551,,,,,,,,,,0
Pabay,14_1_2022,Bursaphelenchus cocophilus,,,,,,,,,,0
Pabay,14_1_2022,Monostilifera sp..1,,,,,,,,,,0
Pabay,14_1_2022,Monostilifera sp..2,,,,,,,,,,0
Pabay,14_1_2022,Monostilifera sp..3,,,,,,,,,,0
Pabay,14_1_2022,Monostilifera sp..4,,,,,,,,,,0
Pabay,14_1_2022,Monostilifera sp..5,,,,,,,,,,0
Pabay,14_1_2022,Prosadenoporus floridensis,,,,,,,,,,0
Pabay,14_1_2022,Paracalanus parvus,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Calanoida,Paracalanidae,Paracalanus,0
Pabay,14_1_2022,Monostilifera sp..6,,,,,,,,,,0
Pabay,14_1_2022,Microstomum compositum,,,,,,,,,,0
Pabay,14_1_2022,Thoosa mismalolli,,,,,,,,,,0
Pabay,14_1_2022,Corvomeyenia everetti,,,,,,,,,,0
Pabay,14_1_2022,Scopalina ruetzleri,,,,,,,,,,0
Pabay,14_1_2022,Echinodictyum mesenterinum,,,,,,,,,,0
Pabay,14_1_2022,Hymedesmia hibernica,,,,,,,,,,0
Pabay,14_1_2022,Svenzea sp. 1 PRT-2020,,,,,,,,,,0
Pabay,14_1_2022,Monogononta sp. R35_CoastL,,,,,,,,,,0
Pabay,14_1_2022,Synchaeta vorax,,,,,,,,,,0
Pabay,14_1_2022,Euchlanis dilatata,,,,,,,,,,0
Pabay,14_1_2022,Asplanchna sieboldii.1,,,,,,,,,,0
Pabay,14_1_2022,Asplanchna sieboldii.2,,,,,,,,,,0
Pabay,14_1_2022,Polyarthra major,,,,,,,,,,0
Pabay,14_1_2022,Lepadella cf. quadricarinata AGROT318-10,,,,,,,,,,0
Pabay,14_1_2022,Asplanchna sieboldii.3,,,,,,,,,,0
Pabay,14_1_2022,Euchlanis dilatata.1,,,,,,,,,,0
Pabay,14_1_2022,Synchaeta vorax.1,,,,,,,,,,0
Pabay,14_1_2022,Trichocerca capucina,,,,,,,,,,0
Pabay,14_1_2022,Tubificoides sp. CED,,,,,,,,,,0
Pabay,14_1_2022,Pseudocalanus elongatus,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Calanoida,Pseudocalanidae,Pseudocalanus,0
Pabay,14_1_2022,Platyias quadricornis,,,,,,,,,,0
Pabay,14_1_2022,Euchlanis dilatata.2,,,,,,,,,,0
Pabay,14_1_2022,Euchlanis dilatata.3,,,,,,,,,,0
Pabay,14_1_2022,Tripleuchlanis plicata,,,,,,,,,,0
Pabay,14_1_2022,Monogononta sp. R35_CoastL.1,,,,,,,,,,0
Pabay,14_1_2022,Polyarthra dolichoptera complex sp. UO-2013,,,,,,,,,,0
Pabay,14_1_2022,Tripleuchlanis plicata.1,,,,,,,,,,0
Pabay,14_1_2022,Monogononta sp. R35_CoastL.2,,,,,,,,,,0
Pabay,14_1_2022,Asplanchna sieboldii.4,,,,,,,,,,0
Pabay,14_1_2022,Brachionus rubens,,,,,,,,,,0
Pabay,14_1_2022,Peltidiidae sp. 10PROBE-19037,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.1,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.2,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.3,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.4,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.5,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.6,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.7,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.8,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.9,,,,,,,,,,0
Pabay,14_1_2022,Temora sp..1,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.10,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.11,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.12,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.13,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.14,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.15,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.16,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.17,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.18,,,,,,,,,,0
Pabay,14_1_2022,Temora sp..2,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.20,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.21,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.22,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.23,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.24,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.25,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.26,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.27,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.28,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.29,,,,,,,,,,0
Pabay,14_1_2022,Temora sp..3,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.30,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.31,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.32,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.33,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.34,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.35,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.36,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.37,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.38,,,,,,,,,,0
Pabay,14_1_2022,invertebrate environmental sample.39,,,,,,,,,,0
Pabay,14_1_2022,Paracalanus parvus.1,,,,,,,,,,0
Pabay,14_1_2022,Temora sp..4,,,,,,,,,,0
Pabay,14_1_2022,Harpacticus flexus,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Harpacticoida,Harpacticidae,Harpacticus,0
Pabay,14_1_2022,Ectinosomatidae sp. SR-2019,,,,,,,,,,0
Pabay,14_1_2022,Oithona nana,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Cyclopoida,Oithonidae,Oithona,0
Pabay,14_1_2022,Tubificoides benedii,,,,,,,,,,0
Pabay,14_1_2022,Paracalanus parvus.2,,,,,,,,,,0
Pabay,14_1_2022,Harpacticus flexus.1,,,,,,,,,,0
Pabay,14_1_2022,Paracalanus parvus.3,,,,,,,,,,0
Pabay,14_1_2022,Paracalanus parvus.4,,,,,,,,,,0
Pabay,14_1_2022,Centropages hamatus,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Calanoida,Centropagidae,Centropages,0
Pabay,14_1_2022,Paracalanus parvus.5,,,,,,,,,,0
Pabay,14_1_2022,Paracalanus parvus.6,,,,,,,,,,0
Pabay,14_1_2022,Paracalanus parvus.7,,,,,,,,,,0
Pabay,14_1_2022,Temora sp..5,,,,,,,,,,0
Pabay,14_1_2022,Temora sp..6,,,,,,,,,,0
Pabay,14_1_2022,Hormogaster redii,,,,,,,,,,0
Pabay,14_1_2022,Temora sp..7,,,,,,,,,,0
Pabay,14_1_2022,Paraeuchaeta sp. KJ753,,,,,,,,,,0
Pabay,14_1_2022,Jassa herdmani,,,,,,,,,,0
Pabay,14_1_2022,Jassa herdmani.1,,,,,,,,,,0
Pabay,14_1_2022,Jassa herdmani.2,,,,,,,,,,0
Pabay,14_1_2022,Jassa herdmani.3,,,,,,,,,,0
Pabay,14_1_2022,Jassa herdmani.4,,,,,,,,,,0
Pabay,14_1_2022,Jassa herdmani.5,,,,,,,,,,0
Pabay,14_1_2022,Niphargus arbiter,,,,,,,,,,0
Pabay,14_1_2022,Jassa herdmani.6,,,,,,,,,,0
Pabay,14_1_2022,Enchytraeus doerjesi,,,,,,,,,,0
Pabay,14_1_2022,Aora gracilis,,,,,,,,,,0
Pabay,14_1_2022,Caridea sp. LPdivOTU7,,,,,,,,,,0
Pabay,14_1_2022,Pagurus longicarpus,,,,,,,,,,0
Pabay,14_1_2022,Fujientomon dicestum,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Cirripedia,Sessilia,Archaeobalanidae,Semibalanus,0
Pabay,14_1_2022,Balanus crenatus,,,,,,,,,,0
Pabay,14_1_2022,Balanus balanus,,,,,,,,,,0
Pabay,14_1_2022,Balanus crenatus.1,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.1,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.2,,,,,,,,,,0
Pabay,14_1_2022,Enchytraeus albidus,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.3,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.4,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.5,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.6,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.7,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.8,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.9,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.10,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.11,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.12,,,,,,,,,,0
Pabay,14_1_2022,Cernosvitoviella minor.1,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.13,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.14,,,,,,,,,,0
Pabay,14_1_2022,Balanus crenatus.2,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.15,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.16,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.17,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.18,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.19,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.20,,,,,,,,,,0
Pabay,14_1_2022,Semibalanus balanoides.21,,,,,,,,,,0
Pabay,14_1_2022,Cernosvitoviella pusilla,,,,,,,,,,0
Pabay,14_1_2022,Crustacea environmental sample,,,,,,,,,,0
Pabay,14_1_2022,Celleporella hyalina,,,,,,,,,,0
Pabay,14_1_2022,Electra pilosa,,,,,,,,,,0
Pabay,14_1_2022,Electra pilosa.1,,,,,,,,,,0
Pabay,14_1_2022,Celleporella hyalina.1,,,,,,,,,,0
Pabay,14_1_2022,Electra pilosa.2,,,,,,,,,,0
Pabay,14_1_2022,Electra pilosa.3,,,,,,,,,,0
Pabay,14_1_2022,Parasagitta setosa,,,,,,,,,,0
Pabay,14_1_2022,Chaetognatha environmental sample,,,,,,,,,,0
Pabay,15_6_2021,Hemiaulus sinensis,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Hemiaulales,Hemiaulaceae,Hemiaulus,0
Pabay,15_6_2021,Dimeregramma acutum,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Stauroneidaceae,Dimeregramma,0
Pabay,15_6_2021,Ditylum brightwellii,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Lithodesmiales,Lithodesmiaceae,Ditylum,0
Pabay,15_6_2021,Ditylum brightwellii.1,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Stephanodiscaceae,Minutocellus,0
Pabay,15_6_2021,Minutocellus polymorphus.1,,,,,,,,,,0
Pabay,15_6_2021,Lithodesmium intricatum,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Lithodesmiales,Lithodesmiaceae,Lithodesmium,0
Pabay,15_6_2021,Pinnularia subanglica,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Pinnulariaceae,Pinnularia,0
Pabay,15_6_2021,Minutocellus polymorphus.2,,,,,,,,,,0
Pabay,15_6_2021,Lithodesmium intricatum.1,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.3,,,,,,,,,,0
Pabay,15_6_2021,Lithodesmium undulatum,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Lithodesmiales,Lithodesmiaceae,Lithodesmium,0
Pabay,15_6_2021,Hemiaulus sinensis.1,,,,,,,,,,0
Pabay,15_6_2021,Lithodesmium intricatum.2,,,,,,,,,,0
Pabay,15_6_2021,Lithodesmium undulatum.1,,,,,,,,,,0
Pabay,15_6_2021,Hemiaulus sinensis.2,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.4,,,,,,,,,,0
Pabay,15_6_2021,Ditylum brightwellii.2,,,,,,,,,,0
Pabay,15_6_2021,Gomphonema parvulum,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Cymbellales,Gomphonemataceae,Gomphonema,0
Pabay,15_6_2021,Emiliania huxleyi.1,,,,,,,,,,0
Pabay,15_6_2021,Chrysochromulina tobinii,Eukaryota,Haptophyta,,Prymnesiophyceae,,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,0
Pabay,15_6_2021,Emiliania huxleyi.2,,,,,,,,,,0
Pabay,15_6_2021,Chrysochromulina tobinii.1,,,,,,,,,,0
Pabay,15_6_2021,Chrysochromulina sp. NIES-1333,Eukaryota,Haptophyta,,Prymnesiophyceae,,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,0
Pabay,15_6_2021,Phaeocystis globosa,Eukaryota,Haptophyta,,Prymnesiophyceae,,,Phaeocystales,Phaeocystaceae,Phaeocystis,0
Pabay,15_6_2021,Phaeocystis globosa.1,,,,,,,,,,0
Pabay,15_6_2021,Phaeocystis globosa.2,,,,,,,,,,0
Pabay,15_6_2021,Phaeocystis antarctica,Eukaryota,Haptophyta,,Prymnesiophyceae,,,Phaeocystales,Phaeocystaceae,Phaeocystis,0
Pabay,15_6_2021,Skeletonema menzelii,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0
Pabay,15_6_2021,Phaeocystis globosa.3,,,,,,,,,,0
Pabay,15_6_2021,Chrysophyceae sp.,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sinomuralis,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sinomuralis.1,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sp. JBM19,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sp.,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sinomuralis.2,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sp..1,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sp..2,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sp..3,,,,,,,,,,0
Pabay,15_6_2021,Chaetoceros tenuissimus,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Chaetocerotales,Chaetocerotaceae,Chaetoceros,0
Pabay,15_6_2021,Dinobryon cylindricollarium,,,,,,,,,,0
Pabay,15_6_2021,Paraphysomonas sp.,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sinomuralis.3,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sp..4,,,,,,,,,,0
Pabay,15_6_2021,Pedospumella sp..5,,,,,,,,,,0
Pabay,15_6_2021,Guillardia theta,,,,,,,,,,0
Pabay,15_6_2021,Pseudochattonella verruculosa,,,,,,,,,,0
Pabay,15_6_2021,Octactis speculum,,,,,,,,,,0
Pabay,15_6_2021,Pseudochattonella farcimen,,,,,,,,,,0
Pabay,15_6_2021,Octactis speculum.1,,,,,,,,,,0
Pabay,15_6_2021,Guinardia delicatula,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Rhizosoleniales,Rhizosoleniaceae,Guinardia,0
Pabay,15_6_2021,Pseudochattonella farcimen.1,,,,,,,,,,0
Pabay,15_6_2021,Durinskia baltica,,,,,,,,,,0
Pabay,15_6_2021,uncultured Kareniaceae,,,,,,,,,,0
Pabay,15_6_2021,uncultured dinoflagellate,,,,,,,,,,0
Pabay,15_6_2021,uncultured Kareniaceae.1,,,,,,,,,,0
Pabay,15_6_2021,Microchloropsis salina,,,,,,,,,,0
Pabay,15_6_2021,Ministeria vibrans,,,,,,,,,,0
Pabay,15_6_2021,Guinardia delicatula.1,,,,,,,,,,0
Pabay,15_6_2021,Aureococcus anophagefferens,,,,,,,,,,0
Pabay,15_6_2021,Guinardia delicatula.2,,,,,,,,,,0
Pabay,15_6_2021,Skeletonema potamos,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0
Pabay,15_6_2021,Skeletonema marinoi,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0
Pabay,15_6_2021,Pleurosigma inscriptura,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Pleurosigmataceae,Pleurosigma,0
Pabay,15_6_2021,Cyclotella cryptica,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Stephanodiscaceae,Cyclotella,0
Pabay,15_6_2021,Chaetoceros socialis,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Chaetocerotales,Chaetocerotaceae,Chaetoceros,0
Pabay,15_6_2021,Chaetoceros tenuissimus.1,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira punctigera,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Thalassiosiraceae,Thalassiosira,0
Pabay,15_6_2021,Podosira stelligera,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Thalassiosiraceae,Podosira,0
Pabay,15_6_2021,Stephanodiscus cf. minutulus,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,0
Pabay,15_6_2021,Skeletonema menzelii.1,,,,,,,,,,0
Pabay,15_6_2021,Guinardia striata,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Rhizosoleniales,Rhizosoleniaceae,Guinardia,0
Pabay,15_6_2021,Guinardia delicatula.3,,,,,,,,,,0
Pabay,15_6_2021,Pleurosigma sp. mgcode 4,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Pleurosigmataceae,Pleurosigma,0
Pabay,15_6_2021,Cyclotella cryptica.1,,,,,,,,,,0
Pabay,15_6_2021,Guinardia striata.1,,,,,,,,,,0
Pabay,15_6_2021,Guinardia delicatula.4,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Thalassiosiraceae,Thalassiosira,0
Pabay,15_6_2021,Thalassiosira nordenskioeldii,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Thalassiosiraceae,Thalassiosira,0
Pabay,15_6_2021,Guinardia delicatula.5,,,,,,,,,,0
Pabay,15_6_2021,Rhizosolenia setigera,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,0
Pabay,15_6_2021,Discostella sp. clade A (type II),Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Stephanodiscaceae,Discostella,0
Pabay,15_6_2021,Chaetoceros tenuissimus.2,,,,,,,,,,0
Pabay,15_6_2021,Cyclotella cryptica.2,,,,,,,,,,0
Pabay,15_6_2021,Pinnularia sp. 9 CS-2011,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Pinnulariaceae,Pinnularia,0
Pabay,15_6_2021,Chaetoceros socialis.1,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.1,,,,,,,,,,0
Pabay,15_6_2021,Skeletonema menzelii.2,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira punctigera.1,,,,,,,,,,0
Pabay,15_6_2021,Skeletonema menzelii.3,,,,,,,,,,0
Pabay,15_6_2021,Guinardia delicatula.6,,,,,,,,,,0
Pabay,15_6_2021,Chaetoceros tenuissimus.3,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.2,,,,,,,,,,0
Pabay,15_6_2021,Cyclotella cryptica.3,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.3,,,,,,,,,,0
Pabay,15_6_2021,Pleurosigma inscriptura.1,,,,,,,,,,0
Pabay,15_6_2021,Guinardia delicatula.7,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.4,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.5,,,,,,,,,,0
Pabay,15_6_2021,Skeletonema subsalsum,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0
Pabay,15_6_2021,Chaetoceros socialis.2,,,,,,,,,,0
Pabay,15_6_2021,Skeletonema potamos.1,,,,,,,,,,0
Pabay,15_6_2021,Skeletonema menzelii.4,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira nordenskioeldii.1,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.6,,,,,,,,,,0
Pabay,15_6_2021,Chaetoceros tenuissimus.4,,,,,,,,,,0
Pabay,15_6_2021,Schizostauron trachyderma,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Stauroneidaceae,Schizostauron,0
Pabay,15_6_2021,Thalassiosira rotula.7,,,,,,,,,,0
Pabay,15_6_2021,Skeletonema menzelii.5,,,,,,,,,,0
Pabay,15_6_2021,Guinardia delicatula.8,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.8,,,,,,,,,,0
Pabay,15_6_2021,Stephanodiscus cf. minutulus.1,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.9,,,,,,,,,,0
Pabay,15_6_2021,Chaetoceros tenuissimus.5,,,,,,,,,,0
Pabay,15_6_2021,Guinardia striata.2,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.10,,,,,,,,,,0
Pabay,15_6_2021,Thalassiosira rotula.11,,,,,,,,,,0
Pabay,15_6_2021,Haslea ostrearia,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Naviculaceae,Haslea,0
Pabay,15_6_2021,Skeletonema menzelii.6,,,,,,,,,,0
Pabay,15_6_2021,Thalassionema nitzschioides,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,Bacillariaceae,Thalassionema,0
Pabay,15_6_2021,Thalassionema nitzschioides.1,,,,,,,,,,0
Pabay,15_6_2021,Thalassionema nitzschioides.2,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.5,,,,,,,,,,0
Pabay,15_6_2021,Ditylum brightwellii.3,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.6,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.7,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.8,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.9,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.10,,,,,,,,,,0
Pabay,15_6_2021,Lithodesmium intricatum.3,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.11,,,,,,,,,,0
Pabay,15_6_2021,Lithodesmium undulatum.2,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.12,,,,,,,,,,0
Pabay,15_6_2021,Ditylum brightwellii.4,,,,,,,,,,0
Pabay,15_6_2021,Lithodesmium undulatum.3,,,,,,,,,,0
Pabay,15_6_2021,Lithodesmium intricatum.4,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.13,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.14,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.15,,,,,,,,,,0
Pabay,15_6_2021,Minutocellus polymorphus.16,,,,,,,,,,0
