Seaweed,Sample_code,Site,Location,Station_no,Date,Day,Month,Year,sample_type,Total_reads,Species,Kingdom,Phylum,Class,Order,Family,Genus,Species_full,Abundance,group_precise
Alaria,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Bougainvillia muscus.7,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia muscus,0.005421288,Hydrozoa
Alaria,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Clytia sp. 1 SL-2013.4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 1 SL-2013,0.005421288,Hydrozoa
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.304676403,Hydrozoa
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Apolemia sp.,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia sp.,0.224441336,Hydrozoa
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Obelia dichotoma,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma,0.165891422,Hydrozoa
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Pennaria disticha,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Pennariidae,Pennaria,Pennaria disticha,0.123605374,Hydrozoa
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Clytia sp. 2 AFC-2016.2,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.004337031,Hydrozoa
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Sarsia tubulosa,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Sarsia,Sarsia tubulosa,0.026022184,Hydrozoa
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Clytia sp. 1 SL-2013.2,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 1 SL-2013,0.007589804,Hydrozoa
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Bougainvillia muscus.7,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia muscus,0.005421288,Hydrozoa
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Clytia sp. 1 SL-2013.4,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 1 SL-2013,0.005421288,Hydrozoa
Alaria,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,reads,3883.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.308999614,Hydrozoa
Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,reads,3883.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.308999614,Hydrozoa
Alaria,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,reads,7907,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.031617554,Hydrozoa
Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,reads,7907,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.031617554,Hydrozoa
Alaria,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Siphonophorae sp. NHM_339.2,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Siphonophorae,Siphonophorae,Siphonophorae sp. NHM 339,0.023350846,Hydrozoa
Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Siphonophorae sp. NHM_339.2,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Siphonophorae,Siphonophorae,Siphonophorae sp. NHM 339,0.023350846,Hydrozoa
Alaria,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.029139652,Hydrozoa
Alaria,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.058279304,Hydrozoa
Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.029139652,Hydrozoa
Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,reads,6863.5,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.058279304,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.357897353,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.012426991,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Obelia bidentata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia bidentata,0.193861066,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Orthopyxis crenata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis crenata,0.121784516,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Siphonophorae sp. NHM_339.2,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Siphonophorae,Siphonophorae,Siphonophorae sp. NHM 339,0.089474338,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Bougainvillia muscus.5,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia muscus,0.044737169,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Dynamena pumila,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Dynamena,Dynamena pumila,0.044737169,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Coryne pintneri.1,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,Coryne pintneri,0.007456195,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Eucheilota maculata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lovenellidae,Eucheilota,Eucheilota maculata,0.007456195,Hydrozoa
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Apolemia sp. 3 CWD-2005,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia sp. 3 CWD-2005,0.004970797,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.357897353,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.012426991,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Obelia bidentata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia bidentata,0.193861066,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Orthopyxis crenata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis crenata,0.121784516,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Siphonophorae sp. NHM_339.2,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Siphonophorae,Siphonophorae,Siphonophorae sp. NHM 339,0.089474338,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Bougainvillia muscus.5,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia muscus,0.044737169,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Dynamena pumila,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Dynamena,Dynamena pumila,0.044737169,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Coryne pintneri.1,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,Coryne pintneri,0.007456195,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Eucheilota maculata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lovenellidae,Eucheilota,Eucheilota maculata,0.007456195,Hydrozoa
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Apolemia sp. 3 CWD-2005,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia sp. 3 CWD-2005,0.004970797,Hydrozoa
Alaria,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.458515284,Hydrozoa
Alaria,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.054585153,Hydrozoa
Alaria,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Dynamena pumila,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Dynamena,Dynamena pumila,0.19650655,Hydrozoa
Alaria,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Eucheilota maculata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lovenellidae,Eucheilota,Eucheilota maculata,0.032751092,Hydrozoa
Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.458515284,Hydrozoa
Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.054585153,Hydrozoa
Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Dynamena pumila,Animalia,Cnidaria,Hydrozoa,Leptothecata,Sertulariidae,Dynamena,Dynamena pumila,0.19650655,Hydrozoa
Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Eucheilota maculata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lovenellidae,Eucheilota,Eucheilota maculata,0.032751092,Hydrozoa
Alaria,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.328238134,Hydrozoa
Alaria,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Obelia bidentata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia bidentata,0.251005632,Hydrozoa
Alaria,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Orthopyxis crenata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis crenata,0.157683025,Hydrozoa
Alaria,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Siphonophorae sp. NHM_339.2,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Siphonophorae,Siphonophorae,Siphonophorae sp. NHM 339,0.115848753,Hydrozoa
Alaria,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Bougainvillia muscus.5,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia muscus,0.057924377,Hydrozoa
Alaria,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Coryne pintneri.1,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,Coryne pintneri,0.009654063,Hydrozoa
Alaria,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Apolemia sp. 3 CWD-2005,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia sp. 3 CWD-2005,0.006436042,Hydrozoa
Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.328238134,Hydrozoa
Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Obelia bidentata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia bidentata,0.251005632,Hydrozoa
Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Orthopyxis crenata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Orthopyxis,Orthopyxis crenata,0.157683025,Hydrozoa
Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Siphonophorae sp. NHM_339.2,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Siphonophorae,Siphonophorae,Siphonophorae sp. NHM 339,0.115848753,Hydrozoa
Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Bougainvillia muscus.5,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Bougainvillia,Bougainvillia muscus,0.057924377,Hydrozoa
Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Coryne pintneri.1,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Coryne,Coryne pintneri,0.009654063,Hydrozoa
Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Apolemia sp. 3 CWD-2005,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia sp. 3 CWD-2005,0.006436042,Hydrozoa
Alaria,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,reads,11803.5,Tiaropsis multicirrata,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Eirenidae,Tiaropsis,Tiaropsis multicirrata,0.012708095,Hydrozoa
Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,reads,11803.5,Tiaropsis multicirrata,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Eirenidae,Tiaropsis,Tiaropsis multicirrata,0.012708095,Hydrozoa
Alaria,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,1.484079647,Hydrozoa
Alaria,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Obelia dichotoma.3,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma,0.013235939,Hydrozoa
Alaria,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Clytia sp. 1 SL-2013.3,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 1 SL-2013,0.004136231,Hydrozoa
Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,1.484079647,Hydrozoa
Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Obelia dichotoma.3,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma,0.013235939,Hydrozoa
Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Clytia sp. 1 SL-2013.3,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 1 SL-2013,0.004136231,Hydrozoa
Alaria,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,reads,1495,Aglaophenia tubulifera.2,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera,1.10367893,Hydrozoa
Alaria,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,reads,1495,Forskalia tholoides,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,Forskalia tholoides,0.568561873,Hydrozoa
Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,reads,1495,Aglaophenia tubulifera.2,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera,1.10367893,Hydrozoa
Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,reads,1495,Forskalia tholoides,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia,Forskalia tholoides,0.568561873,Hydrozoa
Alaria,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.048756095,Hydrozoa
Alaria,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Garveia annulata,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Garveia,Garveia annulata,0.118764846,Hydrozoa
Alaria,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Aglaophenia tubulifera.1,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera,0.051256407,Hydrozoa
Alaria,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Clytia sp. 2 AFC-2016.7,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.001250156,Hydrozoa
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.048756095,Hydrozoa
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Garveia annulata,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,Garveia,Garveia annulata,0.118764846,Hydrozoa
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Aglaophenia tubulifera.1,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera,0.051256407,Hydrozoa
Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,reads,39995,Clytia sp. 2 AFC-2016.7,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.001250156,Hydrozoa
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.410477512,Hydrozoa
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Apatizanclea divergens,Animalia,Cnidaria,Hydrozoa,Leptothecata,Zancleidae,Apatizanclea,Apatizanclea divergens,0.197856067,Hydrozoa
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Obelia dichotoma.2,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma,0.067920739,Hydrozoa
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.410477512,Hydrozoa
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Apatizanclea divergens,Animalia,Cnidaria,Hydrozoa,Leptothecata,Zancleidae,Apatizanclea,Apatizanclea divergens,0.197856067,Hydrozoa
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Obelia dichotoma.2,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma,0.067920739,Hydrozoa
Alaria,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.125293657,Hydrozoa
Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,reads,9577.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.125293657,Hydrozoa
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,25.7127647,Hydrozoa
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Aglaophenia tubulifera,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera,0.047320478,Hydrozoa
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Obelia bidentata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia bidentata,0.017745179,Hydrozoa
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,25.7127647,Hydrozoa
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Aglaophenia tubulifera,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera,0.047320478,Hydrozoa
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Obelia bidentata,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia bidentata,0.017745179,Hydrozoa
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,13.71539853,Hydrozoa
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.041730421,Hydrozoa
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Aglaophenia tubulifera,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera,0.250382529,Hydrozoa
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Clytia sp. 2 AFC-2016.5,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,0.069550702,Hydrozoa
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia sp. 2 AFC-2016,13.71539853,Hydrozoa
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Maresearsia praeclara,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,Maresearsia,Maresearsia praeclara,0.041730421,Hydrozoa
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Aglaophenia tubulifera,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera,0.250382529,Hydrozoa
